"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 31 00:42:29 MSK 2021","Sat Jul 31 00:42:30 MSK 2021","1480","","Рейтинг лайков котиков","","Рейтинг лайков котиков","Проверка сортировки по убыванию лайков котиков в рейтинге лайков","Проверка сортировки по убыванию лайков котиков в рейтинге лайков",""
